mt19937,minstd,knuth_b,ranlux48,Quasi
71.99797,74.10457,90.41762,78.14285,21.32568
84.36358,39.53003,95.14016,75.42197,15.07568
69.54586,17.84742,42.30813,59.99327,65.07568
40.57906,0.7048,54.33352,84.45779,90.07568
26.47264,99.10556,56.15556,93.61048,40.07568
71.78926,65.56837,21.21857,93.85649,27.57568
64.81554,49.19316,89.19469,73.90975,77.57568
43.82288,3.39299,33.127,86.00041,52.57568
52.37214,55.14058,1.35235,2.02987,2.57568
5.15109,6.45774,45.41611,87.63418,1.79443
94.3904,8.28877,35.23488,44.4339,51.79443
97.85233,58.00719,54.40153,14.40912,76.79443
44.83285,86.50836,56.88491,45.56451,26.79443
88.62393,18.0872,50.93071,75.16635,39.29443
7.16103,14.19063,69.48367,45.67677,89.29443
13.63218,36.61823,23.53086,18.12089,64.29443
93.50165,95.04873,83.15815,71.37994,14.29443
44.78211,42.37959,7.29332,77.9124,20.54443
86.47815,30.34728,43.4412,12.64969,70.54443
95.87075,14.29905,6.56805,76.38167,95.54443
44.60122,0.58005,39.051,71.87577,45.54443
57.08987,53.96407,19.92913,62.4867,33.04443
5.71178,27.82059,26.75473,64.22891,83.04443
8.77466,43.25354,69.19362,38.83028,58.04443
97.70639,27.86437,94.62808,89.36484,8.04443
55.96508,47.52791,69.60063,40.6027,11.16943
89.23385,34.46229,80.10524,89.69539,61.16943
9.05752,29.77467,30.01565,61.59504,86.16943
68.057,28.89529,85.41359,50.46432,36.16943
6.27408,14.28135,67.81328,7.56546,48.66943
73.47359,64.82467,71.86467,2.91029,98.66943
87.64867,23.27614,21.28723,63.54097,73.66943
67.03899,95.06803,94.5756,15.89297,23.66943
5.31968,86.72461,67.74879,99.34371,17.41943
51.48162,92.24229,52.93127,18.81701,67.41943
83.35913,49.98546,66.09277,29.63417,92.41943
87.69087,38.82593,23.49955,2.80483,42.41943
19.71808,4.46397,48.18088,65.77645,29.91943
76.65687,20.28263,49.89654,97.04717,79.91943
31.16451,90.32728,16.32349,61.85368,54.91943
78.13315,1.09942,80.7087,39.61099,4.91943
33.02018,28.0903,83.48955,94.64391,3.35693
21.13477,52.41751,98.4073,33.14098,53.35693
29.13947,78.50811,33.23549,0.572,78.35693
50.64331,65.22182,65.48101,14.64395,28.35693
86.41886,65.53112,91.90727,80.97424,40.85693
56.82672,92.6965,71.8135,37.76195,90.85693
52.01369,48.81808,60.34286,87.48425,65.85693
67.06636,15.23742,15.14544,46.09672,15.85693
98.37151,68.7152,31.01843,44.3016,22.10693
97.20794,75.23328,21.42823,6.90919,72.10693
70.91606,72.96703,72.8656,74.39248,97.10693
65.54414,2.44192,58.61481,95.63471,47.10693
83.03928,70.81522,10.23826,71.56169,34.60693
2.78812,84.49148,74.36341,18.71406,84.60693
12.26217,80.17224,60.53991,63.5308,59.60693
34.29996,37.92413,27.9254,91.93255,9.60693
53.9488,94.43026,82.93322,36.72449,6.48193
2.60865,66.15704,34.14181,0.85702,56.48193
75.27486,24.20327,34.70104,5.21271,81.48193
70.06629,48.6018,25.42615,65.05395,31.48193
70.32192,43.90824,88.87749,8.32683,43.98193
54.64964,94.9648,64.31111,72.94248,93.98193
91.7434,63.81087,86.99036,29.49126,68.98193
4.41467,96.98979,86.16311,73.47263,18.98193
48.43169,9.20463,94.88448,68.75507,12.73193
63.06111,64.71003,41.18144,25.5974,62.73193
79.39064,56.72534,32.04029,29.61448,87.73193
60.98548,67.92095,54.55264,91.51812,37.73193
83.08703,68.80598,46.9314,27.93779,25.23193
34.83293,80.78142,62.09625,37.99254,75.23193
30.02313,98.78331,80.82105,31.41806,50.23193
61.69472,35.62183,33.3267,64.82772,0.23193
28.12784,80.71489,82.81225,78.14525,0.32959
39.62491,44.40073,67.8358,37.83951,50.32959
50.15465,9.75006,71.19822,9.15851,75.32959
68.16108,42.80419,23.52372,23.0211,25.32959
51.82563,38.2132,91.13676,18.40802,37.82959
38.11831,85.49863,15.1168,44.61437,87.82959
89.68152,19.26654,36.1731,46.12173,62.82959
8.49102,7.77404,98.58998,34.79182,12.82959
38.92252,8.76588,80.22438,32.69746,19.07959
54.98884,70.73765,35.00221,93.43645,69.07959
10.23049,12.12966,50.02147,24.79843,94.07959
61.95126,88.62901,20.70735,23.3194,44.07959
85.22149,89.35571,57.69506,35.46053,31.57959
5.08615,26.80112,7.91808,67.88123,81.57959
17.50158,83.64576,68.69382,79.11917,56.57959
40.98749,20.13462,38.20748,23.91232,6.57959
49.78174,72.96112,39.39014,84.79285,9.70459
44.56753,42.35374,31.7481,37.81405,59.70459
12.69935,84.21567,91.09427,23.48882,84.70459
76.85482,40.45666,80.34575,20.26079,34.70459
23.89996,1.97564,39.17361,22.90206,47.20459
17.17255,51.63768,39.97184,40.40792,97.20459
33.52802,52.54052,21.53179,55.8935,72.20459
93.89855,41.77061,30.397,23.93627,22.20459
37.96141,11.0129,10.97514,21.61268,15.95459
72.6747,96.68777,20.57887,16.41303,65.95459
2.76004,48.71909,75.68727,46.22745,90.95459
27.33352,23.66281,63.1893,24.06263,40.95459
50.55588,62.66213,3.51702,11.92733,28.45459
8.42177,14.87971,44.3416,26.78088,78.45459
63.57838,11.99705,21.48618,12.44984,53.45459
61.13469,7.63213,20.66145,59.98779,3.45459
84.13717,63.4251,18.23754,82.77942,5.01709
9.53218,14.82135,43.88749,86.75231,55.01709
82.92815,62.82437,74.3139,51.80527,80.01709
75.97386,70.13831,41.13017,15.37835,30.01709
1.77486,87.61586,14.14519,4.7236,42.51709
39.04564,12.57604,50.9155,41.64439,92.51709
41.57471,36.59269,90.89588,50.78384,67.51709
42.18949,82.56719,31.60173,71.55137,17.51709
38.17615,51.58127,9.57008,87.79118,23.76709
57.63396,92.75864,90.75284,92.0219,73.76709
36.00009,63.16926,28.46669,50.43395,98.76709
82.7387,96.80763,52.25277,30.09719,48.76709
68.98357,44.64132,75.26516,85.06682,36.26709
4.63761,53.84017,83.82083,53.4081,86.26709
79.43558,7.02859,36.38335,48.14116,61.26709
7.16105,62.53153,1.37181,22.16669,11.26709
32.99907,64.51742,48.72419,27.10467,8.14209
63.28104,29.34128,28.25488,74.39573,58.14209
8.69672,11.12346,87.22315,77.10671,83.14209
56.1445,10.95811,20.60101,3.04328,33.14209
5.07649,47.78997,30.69608,47.73162,45.64209
98.55323,7.42842,97.30413,34.05261,95.64209
72.83603,2.23577,53.10311,99.60412,70.64209
63.19968,2.1965,47.51477,88.54457,20.64209
82.07973,51.11717,6.51715,76.52802,14.39209
29.23662,79.84546,9.85361,92.68202,64.39209
68.80041,27.97484,76.62796,29.94939,89.39209
50.23425,58.69132,63.99506,0.29798,39.39209
23.12306,32.29082,90.34195,23.23453,26.89209
32.73583,13.92523,95.86032,65.93812,76.89209
93.59523,63.29027,38.46367,67.04523,51.89209
49.86968,72.55476,58.93434,56.97283,1.89209
97.73075,38.56028,68.87602,31.75908,2.67334
13.53246,35.04533,37.54876,38.27805,52.67334
89.96183,55.31535,94.58478,96.91515,77.67334
12.96751,55.68266,80.15015,49.83475,27.67334
73.43965,45.45023,10.71768,53.04427,40.17334
90.27522,11.00663,82.55502,59.46264,90.17334
38.22476,20.13999,2.0508,45.92318,65.17334
50.71502,3.91154,95.28194,25.03381,15.17334
89.82442,49.03301,23.079,30.73832,21.42334
93.36832,7.08415,66.82067,80.30247,71.42334
5.93766,68.7238,99.23746,47.1024,96.42334
44.67162,88.16956,38.5604,94.83081,46.42334
84.18412,97.24957,88.62722,86.83033,33.92334
76.96851,60.56584,86.69075,61.61675,83.92334
1.36598,19.57104,10.30448,35.33803,58.92334
93.08259,64.35982,5.63495,51.69961,8.92334
99.18195,19.357,43.22365,32.77749,12.04834
80.08978,43.66618,77.92275,95.48172,62.04834
73.94538,11.58851,43.80385,35.05295,87.04834
91.70212,62.51887,19.66506,74.24107,37.04834
1.718,32.5727,0.89761,43.47145,49.54834
53.77765,28.1446,13.00823,24.66759,99.54834
88.33502,54.68558,49.95596,1.17676,74.54834
28.84481,92.24388,71.58403,31.47387,24.54834
47.57827,49.72437,43.72639,60.2866,18.29834
81.83884,71.44487,28.00303,97.37922,68.29834
26.04744,79.97077,61.37161,64.04554,93.29834
60.44039,32.83817,98.33311,46.61605,43.29834
2.06452,25.36237,37.63068,66.82165,30.79834
62.10935,73.81268,70.83526,98.15525,80.79834
27.66664,3.53429,57.82319,42.97973,55.79834
77.97412,54.2196,89.86898,19.3719,5.79834
38.77347,27.84677,25.05712,65.69628,4.23584
77.53979,5.63524,31.50972,83.70555,54.23584
45.42648,10.37312,7.30197,16.32096,79.23584
44.37391,37.63134,24.24058,37.91502,29.23584
68.07639,80.46964,64.05613,8.21606,41.73584
21.6869,81.63451,99.42519,26.45847,91.73584
67.91412,19.75696,1.52758,57.79784,66.73584
32.10062,18.3134,57.1351,61.82001,16.73584
71.36465,77.33555,84.26654,1.34595,22.98584
40.33514,62.79587,14.08228,60.59627,72.98584
77.0248,92.40648,5.18422,21.77374,97.98584
93.80933,57.19298,77.95467,92.98594,47.98584
92.58063,9.05118,28.08409,7.54815,35.48584
39.27345,33.67592,4.77606,21.53332,85.48584
25.13784,89.39337,66.74863,25.58204,60.48584
64.36703,77.84004,57.75601,91.58568,10.48584
12.89283,99.49999,5.81815,53.6889,7.36084
40.64783,11.16107,0.60237,96.03901,57.36084
37.04937,98.88192,30.32673,50.52143,82.36084
84.87585,68.9616,0.44244,28.14191,32.36084
13.36627,88.23678,31.26793,32.97938,44.86084
81.37476,19.35129,83.51861,77.52469,94.86084
66.78464,51.60901,70.85042,54.36891,69.86084
39.96813,57.70516,70.60367,23.72801,19.86084
17.57442,40.34138,78.11961,76.13082,13.61084
90.86964,53.20315,55.94343,14.19216,63.61084
82.68939,36.6422,69.69872,12.59069,88.61084
60.04566,25.40084,7.38734,23.43053,38.61084
18.55099,24.47832,62.64174,61.42803,26.11084
17.37127,1.04181,83.5763,94.87505,76.11084
41.24816,94.08935,7.54164,39.41693,51.11084
57.9335,47.53497,22.82405,49.07571,1.11084
60.4627,85.91402,86.94775,78.7272,1.50146
31.647,80.86303,55.43397,40.73519,51.50146
28.32594,58.61901,31.89727,37.89824,76.50146
79.4604,0.05213,86.12112,85.10736,26.50146
77.24013,34.04857,37.27045,28.01414,39.00146
43.18437,26.86234,50.91151,10.95493,89.00146
47.54205,92.22788,98.11088,32.25535,64.00146
67.60958,7.22312,10.50516,9.15982,14.00146
11.3537,70.54765,84.87654,44.42897,20.25146
98.21081,54.87616,2.74471,70.48364,70.25146
44.07644,67.60749,53.58607,48.43265,95.25146
84.67426,22.25914,92.09928,22.80657,45.25146
3.17111,35.29088,11.64048,87.29812,32.75146
40.66772,78.97882,72.60572,98.20057,82.75146
48.75652,43.3382,89.15054,16.48612,57.75146
41.51394,30.15407,27.35004,79.2562,7.75146
14.46906,89.28627,85.27656,76.78899,10.87646
14.46959,64.86153,98.93802,64.5465,60.87646
15.14407,21.88544,34.97773,81.28853,85.87646
33.99688,60.53876,28.8908,25.8012,35.87646
81.1111,49.68283,34.94642,8.22161,48.37646
76.76747,40.23438,0.54076,21.24864,98.37646
39.06275,8.62361,25.20141,89.90391,73.37646
63.19359,84.77149,93.79482,20.01158,23.37646
1.55039,81.60153,78.79049,79.84652,17.12646
29.64695,62.53339,44.25177,14.67557,67.12646
52.78807,92.97003,94.72719,73.75392,92.12646
34.34283,23.37005,49.26051,38.93302,42.12646
98.24669,59.49919,13.31637,53.24067,29.62646
24.66623,25.62194,4.44461,11.9621,79.62646
0.5756,16.3641,30.06415,40.76361,54.62646
38.71288,27.00844,82.98129,88.5593,4.62646
18.68428,87.44222,81.44507,80.35103,6.18896
87.87913,28.25445,26.32666,91.10886,56.18896
75.23308,41.41257,7.24909,94.57901,81.18896
20.528,79.21693,3.35812,31.11963,31.18896
94.24601,15.14636,82.40605,99.84281,43.68896
27.85149,31.81143,27.15685,26.02533,93.68896
82.31185,72.47656,48.34191,35.26853,68.68896
54.60557,68.61574,99.69682,18.26632,18.68896
72.95802,51.20952,72.0314,54.36686,24.93896
46.60163,55.63688,11.30421,43.64284,74.93896
41.24485,52.31652,86.05371,33.04234,99.93896
98.87071,1.45706,43.11596,59.59134,49.93896
12.00617,77.23016,54.53909,41.60669,37.43896
54.10715,82.8538,67.13211,34.94535,87.43896
44.14084,1.60076,63.11598,30.87021,62.43896
19.35609,64.52963,15.46529,29.01372,12.43896
56.15499,13.82332,77.12562,4.69561,9.31396
96.51466,6.02589,49.48027,51.20733,59.31396
61.98376,44.19323,57.08619,49.58224,84.31396
69.78815,57.57101,44.24745,56.26489,34.31396
92.86642,95.82102,39.63049,54.1798,46.81396
60.23553,84.14482,61.60566,83.75346,96.81396
24.74864,68.63452,1.50627,66.11564,71.81396
18.55414,63.98436,44.84957,52.84703,21.81396
80.01105,71.62262,75.46767,42.5764,15.56396
77.48558,7.63008,91.41695,52.93775,65.56396
15.25073,84.24946,97.44792,16.27655,90.56396
38.01948,89.19718,71.2604,51.92639,40.56396
21.77618,15.86663,80.09709,33.86474,28.06396
5.05136,67.05629,86.89954,58.91281,78.06396
89.40658,37.71773,31.84611,55.66838,53.06396
55.02549,34.10023,31.22002,93.21341,3.06396
24.96758,52.97504,10.58538,18.74203,2.28271
29.14022,33.644,17.00066,65.31105,52.28271
63.55762,64.3326,14.81268,73.40909,77.28271
42.66,99.25676,70.87392,22.00447,27.28271
55.19883,60.28551,35.41782,58.15424,39.78271
35.20008,26.70641,15.45362,49.95533,89.78271
17.29525,79.71359,16.73782,76.63148,64.78271
33.07365,69.30898,50.65667,75.6748,14.78271
55.27358,3.45358,17.02187,92.82648,21.03271
9.16483,11.7836,62.12823,11.79283,71.03271
58.05426,31.90229,93.77867,35.15344,96.03271
53.60181,25.73279,23.25259,85.55307,46.03271
38.81679,98.04199,15.95038,12.82862,33.53271
60.44426,29.59781,42.15526,31.65336,83.53271
67.97239,45.88285,51.33958,52.33596,58.53271
96.71406,45.97425,1.15942,0.10535,8.53271
45.78923,73.61837,41.58324,64.22372,11.65771
28.7028,17.55807,82.43331,80.60518,61.65771
4.57748,56.50145,90.29661,80.79067,86.65771
69.97489,32.01229,21.45879,77.41326,36.65771
73.2188,0.71667,63.96853,73.11938,49.15771
2.35456,54.15338,13.99657,90.85863,99.15771
3.32447,77.17916,69.69157,60.34013,74.15771
60.02045,46.03009,98.89199,39.38013,24.15771
90.32602,12.85772,15.12697,28.64761,17.90771
89.36277,78.65718,15.08889,5.74072,67.90771
6.67709,14.75077,34.0596,47.05134,92.90771
60.2806,71.03689,70.46838,91.96392,42.90771
36.14258,51.32215,50.27488,76.60372,30.40771
47.44183,79.62095,72.78197,55.30398,80.40771
70.40604,39.38611,61.48069,24.83424,55.40771
98.22974,23.4756,48.89433,48.38981,5.40771
53.48514,85.48342,92.22735,72.80899,3.84521
35.55101,62.55892,27.90428,39.28154,53.84521
61.70166,81.67929,83.20275,12.78278,78.84521
60.84393,93.81998,44.21294,77.71922,28.84521
96.90332,82.47126,23.27512,55.96201,41.34521
91.20364,4.15209,30.68602,44.19803,91.34521
25.3596,24.54017,39.60202,30.71102,66.34521
5.87922,99.0509,1.60818,33.19975,16.34521
23.55786,93.7363,3.16977,34.85567,22.59521
17.80565,85.72064,87.33569,78.07504,72.59521
99.01884,23.73317,58.87905,2.49861,97.59521
87.34675,56.87697,99.39737,0.90323,47.59521
26.09412,80.25767,39.68153,93.47379,35.09521
23.048,9.09295,9.42021,70.01043,85.09521
97.18989,5.92574,61.69719,85.30343,60.09521
17.43574,15.00845,65.01515,74.94377,10.09521
3.21838,10.78342,85.14689,73.35503,6.97021
0.77322,8.13628,59.64593,2.634,56.97021
66.40506,90.73691,1.23821,78.63682,81.97021
99.22628,40.19264,20.26041,7.22501,31.97021
37.3246,35.93431,22.66421,10.44254,44.47021
15.0372,76.47251,49.58996,91.01947,94.47021
88.28169,93.95866,11.41252,78.64152,69.47021
2.49568,27.42974,59.5205,48.99173,19.47021
49.62003,26.43487,19.95249,17.42214,13.22021
11.41669,66.81977,7.9782,97.71492,63.22021
5.02777,0.00896,39.2652,57.54625,88.22021
86.4877,31.13332,28.94261,31.60518,38.22021
4.98257,29.62552,70.77867,95.72547,25.72021
52.10951,31.00926,11.43398,23.75914,75.72021
86.92969,72.94006,41.4486,62.67913,50.72021
79.99615,67.1952,67.6329,85.80152,0.72021
36.7448,51.9592,85.25078,66.02189,0.5249
67.80869,66.92184,12.57,20.58932,50.5249
27.98766,81.58215,47.85136,26.06907,75.5249
28.95401,55.21124,76.51846,74.94646,25.5249
18.05955,96.27779,85.95462,10.89455,38.0249
94.84734,46.82767,58.4025,23.31044,88.0249
67.47762,8.1082,32.2275,48.78541,63.0249
57.77513,20.12847,4.78144,7.73227,13.0249
24.06398,0.07727,61.13373,62.72858,19.2749
68.83368,57.75717,86.66695,79.05371,69.2749
67.00508,56.75496,46.32657,26.49391,94.2749
55.68936,53.11833,88.6431,81.29836,44.2749
53.4015,73.64429,39.1388,48.59152,31.7749
84.2711,51.92105,79.74025,8.58438,81.7749
7.14103,96.45438,34.02347,60.49594,56.7749
37.01097,66.16294,65.58151,56.1133,6.7749
50.92922,3.33688,65.14156,71.73071,9.8999
28.77953,83.45714,42.00238,79.70078,59.8999
75.98733,53.50874,28.30257,30.62523,84.8999
66.19194,30.37315,97.6475,90.65521,34.8999
7.36697,91.01474,66.90705,81.21705,47.3999
77.59947,23.42543,40.29739,6.59226,97.3999
42.58744,66.98437,0.22664,90.55253,72.3999
55.46808,94.29797,90.76073,11.71308,22.3999
41.3038,1.75774,17.46818,76.75176,16.1499
92.85623,16.36601,72.22839,10.3537,66.1499
52.99217,36.57914,37.8127,53.06164,91.1499
86.88023,96.12838,53.5033,20.2088,41.1499
93.40297,27.03973,77.38174,29.97626,28.6499
36.06592,34.01169,2.06827,34.85808,78.6499
93.68959,49.4294,45.32485,57.41664,53.6499
54.16465,18.20338,11.04311,39.37305,3.6499
88.65737,83.69972,3.03708,77.85936,5.2124
83.27045,54.48414,67.16159,23.8814,55.2124
23.95675,10.83823,74.67908,30.63102,80.2124
94.76209,27.74796,34.72719,23.52013,30.2124
84.60735,47.47567,36.40016,20.62477,42.7124
69.54975,34.79466,17.33451,89.97151,92.7124
12.90321,52.58447,26.41502,84.65789,67.7124
20.65921,97.50898,84.93833,98.86647,17.7124
29.7067,54.68868,11.32413,46.61202,23.9624
87.62508,17.5534,40.61474,73.11196,73.9624
40.73194,88.84481,71.39905,74.64691,98.9624
39.42977,41.21036,87.17884,57.40624,48.9624
60.66438,14.35808,12.0011,21.7833,36.4624
74.88457,11.09956,81.99215,34.37547,86.4624
56.23937,10.65861,80.7398,83.24804,61.4624
13.59602,58.75341,72.02513,7.36621,11.4624
83.58643,50.20888,49.27938,98.01909,8.3374
4.25722,63.02233,71.98899,28.16477,58.3374
15.20752,70.03853,83.44145,86.28848,83.3374
84.74001,41.87417,4.84812,23.77711,33.3374
9.65942,9.00447,75.75515,40.08692,45.8374
86.16602,5.88052,78.05338,51.15914,95.8374
75.58387,96.86563,47.48932,69.74728,70.8374
20.62098,61.34439,88.98494,63.75212,20.8374
8.82931,96.45628,30.68166,31.65737,14.5874
52.65984,16.55841,30.99741,0.37377,64.5874
77.4255,97.32214,41.5355,37.67782,89.5874
50.4027,57.91765,79.25518,15.96153,39.5874
26.65756,96.86256,66.58949,77.99951,27.0874
52.06299,85.61838,15.12271,66.82833,77.0874
11.87959,67.96616,44.26747,6.32345,52.0874
4.48169,3.65379,35.47022,12.17874,2.0874
10.71202,85.74417,94.09006,93.00345,2.86865
62.95781,63.0639,10.61127,23.24346,52.86865
73.88565,58.59482,3.28753,1.97641,77.86865
99.75387,7.53033,3.8628,4.49809,27.86865
59.89262,92.86414,42.19606,56.03093,40.36865
61.69918,54.977,61.81334,34.43765,90.36865
87.58929,14.18692,6.30796,70.31049,65.36865
86.19054,18.10536,91.6211,47.97827,15.36865
9.18671,26.30132,86.19802,77.75099,21.61865
48.33549,62.09687,10.03919,38.92961,71.61865
22.26603,46.25029,6.20157,71.91487,96.61865
74.17006,23.74321,12.41549,63.93463,46.61865
96.44781,72.14304,31.98523,91.47953,34.11865
13.31052,46.63413,28.45289,52.20797,84.11865
30.93211,47.79989,13.45498,37.81646,59.11865
85.68571,27.48781,98.17428,82.24894,9.11865
12.17021,10.93392,37.55151,79.42399,12.24365
47.40522,89.58264,96.75829,24.25819,62.24365
69.91997,45.68705,39.1857,91.91327,87.24365
99.96361,91.5637,1.72806,42.38438,37.24365
64.21151,14.16609,58.35237,1.32262,49.74365
73.33303,24.16194,0.29357,98.87655,99.74365
79.44911,1.38633,77.89103,97.43072,74.74365
9.04684,55.31855,28.38144,62.56728,24.74365
25.76784,81.3192,51.45386,76.76425,18.49365
3.02578,10.39704,37.97989,15.20574,68.49365
34.68039,12.72259,76.86148,52.98936,93.49365
10.16217,24.82135,16.77865,38.40209,43.49365
9.38831,67.28448,15.2431,6.34785,30.99365
45.26652,70.37507,77.58476,11.82956,80.99365
75.25498,92.17519,93.58363,15.00605,55.99365
80.77501,60.0928,74.77056,52.4323,5.99365
78.74127,87.0632,51.4646,79.57916,4.43115
95.89025,0.28709,3.26579,33.67277,54.43115
41.20214,99.08164,43.08532,46.36151,79.43115
28.20329,65.31487,85.62056,49.8582,29.43115
59.58342,46.78506,18.97005,80.37317,41.93115
49.4376,69.29416,50.31053,5.90773,91.93115
20.19735,14.48053,21.89444,13.12193,66.93115
98.92222,15.0337,28.6593,84.61905,16.93115
78.60287,23.58188,30.83841,49.96641,23.18115
56.43664,85.9066,70.4014,57.38691,73.18115
2.13576,20.06499,56.74934,75.46175,98.18115
40.28387,0.7758,24.7766,57.2373,48.18115
56.59962,24.87012,0.83347,76.53431,35.68115
94.55401,93.25495,25.40878,30.08794,85.68115
16.0742,50.15431,64.6105,97.96841,60.68115
95.0564,98.07357,35.28789,51.3199,10.68115
44.87957,24.87688,39.1491,29.77407,7.55615
83.26007,31.7475,77.50987,25.96713,57.55615
33.47156,40.33247,20.58288,2.94442,82.55615
90.34743,28.39616,2.77052,95.91579,32.55615
28.87462,66.35891,62.74548,14.76771,45.05615
94.9533,16.37071,16.2095,86.08436,95.05615
14.5364,18.06887,0.98241,57.17941,70.05615
56.2707,93.78114,50.7265,6.86141,20.05615
67.1143,52.09291,72.15987,89.54652,13.80615
16.40316,93.86862,42.21379,43.83167,63.80615
75.57728,74.49522,38.50065,11.41128,88.80615
37.56022,97.51591,17.99178,42.97492,38.80615
73.26005,54.19093,28.24563,79.12468,26.30615
95.84784,62.25154,30.12563,83.64944,76.30615
28.67432,2.12947,96.85853,68.43991,51.30615
60.48139,56.26768,8.54628,71.58398,1.30615
29.28635,22.84785,75.77777,75.76453,0.91553
9.25752,59.14353,40.77581,55.13838,50.91553
28.02358,29.3355,96.26875,88.15896,75.91553
71.43417,48.92988,39.85161,36.63784,25.91553
66.52837,84.19594,39.54996,60.37842,38.41553
13.27948,76.49912,24.31887,54.65738,88.41553
98.28821,94.00185,33.3132,85.24089,63.41553
84.53349,62.62054,85.57402,38.18994,13.41553
63.89502,33.18122,38.4128,58.82129,19.66553
74.54033,61.62394,52.96988,7.86964,69.66553
45.16085,46.69249,40.68998,14.46972,94.66553
41.75187,4.43335,21.39573,93.5163,44.66553
82.83244,25.86177,76.90481,39.70507,32.16553
62.90698,80.33792,37.84836,33.59872,82.16553
34.51128,43.54707,38.9065,48.45118,57.16553
77.77787,29.79554,2.7422,54.64178,7.16553
36.91017,36.6718,69.06795,8.0245,10.29053
24.5926,46.04716,69.18319,71.68886,60.29053
67.88057,10.29759,93.03377,5.7693,85.29053
52.24816,5.01035,45.40506,26.38665,35.29053
96.09768,66.95946,16.32362,54.60737,47.79053
11.90725,38.1809,16.87517,57.0988,97.79053
86.73321,21.89743,70.9859,63.54524,72.79053
48.3832,22.63341,65.94204,82.4281,22.79053
63.73617,42.51767,26.35304,88.91913,16.54053
62.36135,22.5797,71.27956,56.84695,66.54053
31.23854,82.82697,88.67552,62.24585,91.54053
11.31368,99.55958,22.8384,58.52329,41.54053
88.78953,26.60658,51.76367,96.36449,29.04053
25.35031,32.46443,15.03448,62.68533,79.04053
20.80081,51.7447,27.63298,14.29344,54.04053
49.8442,46.05459,1.142,8.47813,4.04053
43.99347,72.0461,82.38807,95.88764,5.60303
5.81436,17.87764,2.28193,77.18938,55.60303
82.72942,21.27428,34.11643,62.90808,80.60303
53.04843,69.94947,30.25634,25.38012,30.60303
67.12434,33.61205,17.80197,57.93456,43.10303
99.935,66.21752,65.54419,96.58294,93.10303
84.90952,12.49331,82.53067,84.90334,68.10303
0.53358,34.93096,90.33288,65.22778,18.10303
31.66331,77.64995,80.46413,37.7081,24.35303
51.50839,46.29884,15.02547,69.06665,74.35303
55.04254,26.9788,39.91098,99.11831,99.35303
58.11032,40.42769,2.71664,61.52701,49.35303
56.24518,93.18463,80.90207,61.47733,36.85303
37.45898,47.64572,33.78905,6.1346,86.85303
64.77781,93.07612,38.2993,64.91881,61.85303
88.1766,47.90796,87.4823,35.28672,11.85303
26.92664,27.35346,89.30236,89.91824,8.72803
14.37743,97.68757,58.61564,94.88923,58.72803
90.15417,68.95411,66.49216,29.90528,83.72803
57.71894,38.90588,83.89419,47.37224,33.72803
32.2655,72.59901,24.51855,61.26017,46.22803
40.0722,55.54339,37.31018,99.88204,96.22803
26.09481,85.81054,29.95843,50.4045,71.22803
32.69392,44.85212,10.93909,77.89677,21.22803
27.30574,42.57095,45.82262,30.29941,14.97803
20.6324,90.50804,99.51506,43.76288,64.97803
12.15555,19.98376,54.33371,56.96258,89.97803
52.55575,72.32125,72.09595,76.65649,39.97803
80.33634,40.40808,0.1618,33.99675,27.47803
45.50776,57.70577,54.46303,94.19341,77.47803
18.9519,48.51229,41.14519,36.51828,52.47803
11.67966,91.21884,84.69682,45.18755,2.47803
18.56432,57.46967,39.41679,88.50657,1.69678
88.85998,77.10213,51.98145,84.4724,51.69678
64.16903,93.26033,38.47894,77.60675,76.69678
56.9341,83.79265,92.56656,67.78275,26.69678
35.87491,6.91191,27.55303,64.61969,39.19678
40.75713,69.16852,89.55429,56.70854,89.19678
83.49693,97.79247,60.92423,47.15288,64.19678
57.6156,88.99035,70.70678,10.14788,14.19678
23.2082,54.27452,92.57511,30.43732,20.44678
47.07922,37.19729,51.93929,88.55626,70.44678
92.00537,42.47725,87.20782,53.02077,95.44678
96.92089,67.20821,88.64181,70.45687,45.44678
49.52387,8.61126,20.74882,86.06658,32.94678
1.62493,79.31755,37.71384,1.72296,82.94678
14.67665,25.36733,67.17139,83.29717,57.94678
93.1448,58.85387,11.74537,21.0492,7.94678
24.0136,4.54049,22.72527,11.86889,11.07178
45.3089,3.69285,2.20516,28.75088,61.07178
21.79316,99.77006,22.56662,57.57193,86.07178
44.9563,46.67784,85.66867,70.68363,36.07178
89.88885,34.60277,49.78237,2.5918,48.57178
60.5555,70.05175,37.78649,52.52364,98.57178
9.47741,53.93013,69.24202,89.18597,73.57178
0.52476,38.45975,81.50241,69.95477,23.57178
6.26495,74.1779,9.54613,35.29116,17.32178
9.6117,5.76096,56.44576,98.65847,67.32178
36.57688,64.87606,30.74422,20.94407,92.32178
75.50719,40.41553,18.9362,25.15687,42.32178
70.86257,42.18411,5.94465,78.23324,29.82178
65.2819,53.44699,12.94678,42.9211,79.82178
14.30455,34.776,50.96108,94.22182,54.82178
71.5821,73.75615,16.08479,42.33296,4.82178
79.95366,67.93866,19.72635,83.14564,3.25928
34.68727,75.62272,77.72645,42.00057,53.25928
37.98909,36.34445,58.44126,49.7117,78.25928
73.63158,13.16892,35.30171,60.75227,28.25928
53.87606,77.69587,66.24922,95.32245,40.75928
23.87062,79.10239,40.70779,94.86269,90.75928
