Quasi,mt19937,minstd,knuth_b,ranlux48
85.39124,79.48949,75.33154,56.14941,3.63431
60.39124,37.56287,39.12922,99.68228,6.49789
10.39124,58.50252,39.5876,70.58077,8.78195
7.26624,0.63559,86.69431,88.93154,9.71265
57.26624,50.3153,40.97122,29.32961,75.7398
82.26624,94.82337,53.85383,62.16607,45.33605
32.26624,20.91719,63.51183,17.30937,95.63434
44.76624,60.29868,86.69498,34.99035,25.26356
94.76624,19.37717,26.13633,85.81739,8.33785
69.76624,77.38308,80.03139,41.19049,56.72471
19.76624,44.717,56.37269,45.54042,69.63286
13.51624,20.07511,62.55803,43.56222,13.01897
63.51624,70.47384,71.39287,70.55452,97.70354
88.51624,47.08024,76.7873,46.58352,93.07226
38.51624,18.42714,94.17673,59.8901,79.59536
26.01624,63.63918,56.38015,82.72375,67.55616
76.01624,68.25532,2.48121,53.9733,51.76445
51.01624,56.95257,60.5884,87.66254,57.18613
1.01624,88.93698,97.87186,80.93126,92.63518
1.40686,49.73059,33.84895,31.28388,49.07269
51.40686,29.0632,83.24551,10.19182,40.81874
76.40686,93.5016,32.18073,50.77409,60.46023
26.40686,25.15841,36.87689,27.92891,98.89315
38.90686,20.33993,34.21753,96.69997,48.83602
88.90686,30.94434,50.73257,63.37882,18.74487
63.90686,25.21509,21.31611,31.4399,5.45029
13.90686,81.16981,55.59291,3.44736,32.9098
20.15686,75.49669,83.39405,53.3178,50.23712
70.15686,79.83967,83.156,3.39906,49.36759
95.15686,52.57101,11.46537,43.07942,3.62683
45.15686,88.4311,86.09273,15.58398,66.52336
32.65686,7.24597,95.75697,48.98572,31.16655
82.65686,88.99704,28.5964,47.35463,58.13994
57.65686,67.70055,1.09417,70.65775,27.99422
7.65686,82.50043,49.48284,16.20848,15.64379
10.78186,75.75396,48.18391,14.73826,1.12646
60.78186,86.94721,3.65748,60.27313,33.96568
85.78186,42.02936,35.5821,26.93207,29.0607
35.78186,43.08707,86.29675,98.3853,67.74035
48.28186,20.30407,93.33029,19.80839,7.43985
98.28186,79.24523,13.05284,41.14748,93.13899
73.28186,27.02695,18.361,37.06247,51.04945
23.28186,92.74812,27.3035,8.97901,95.72263
17.03186,3.76149,82.53048,99.58259,30.42856
67.03186,3.41287,54.50496,42.2919,56.0842
92.03186,69.28206,44.30845,43.87643,97.86525
42.03186,20.98522,73.51097,67.25125,39.98472
29.53186,51.82055,42.33835,32.35031,76.52786
79.53186,91.26675,30.14493,68.40451,56.8714
54.53186,77.63307,10.46534,53.12888,8.03569
4.53186,21.7281,15.22667,1.38583,32.84673
6.09436,63.32028,22.17539,18.39997,14.2589
56.09436,89.45546,66.31892,53.57559,47.39686
81.09436,39.1749,69.11908,91.1646,31.57716
31.09436,11.56007,75.81321,28.79324,45.23753
43.59436,14.06337,1.14035,99.91595,3.85191
93.59436,53.0133,23.58122,19.56848,34.51439
68.59436,15.77056,48.33206,22.09465,74.97461
18.59436,59.43256,21.21267,10.59434,71.23336
24.84436,39.50929,60.26878,71.3762,5.46105
74.84436,32.77496,92.75973,44.77561,14.30729
99.84436,23.72761,79.92503,39.61516,62.72851
49.84436,59.01027,52.49509,97.82451,29.26
37.34436,25.27342,94.38262,54.23024,14.39682
87.34436,64.65849,44.22323,40.6892,53.14876
62.34436,0.8383,11.19793,85.0324,92.73865
12.34436,71.37052,48.85818,12.83514,97.3371
9.21936,68.27291,78.82609,90.11416,99.34941
59.21936,53.55303,73.46694,47.83219,71.902
84.21936,76.0887,35.50899,25.76879,95.92772
34.21936,2.69225,61.84612,44.08836,18.79181
46.71936,17.92791,6.05202,78.23019,73.90581
96.71936,95.60867,98.25567,2.58073,10.78487
71.71936,21.42971,97.43244,29.71451,42.7271
21.71936,85.40478,59.43831,45.09812,22.59844
15.46936,19.41176,84.56488,40.28147,34.91638
65.46936,88.38453,9.07881,46.54256,66.56723
90.46936,86.18813,96.95146,14.76242,3.40141
40.46936,1.48987,89.65959,66.36628,77.50455
27.96936,68.98473,91.5735,13.43732,51.30952
77.96936,30.58492,2.3179,70.73249,17.02473
52.96936,46.50184,16.37821,90.41084,37.84887
2.96936,55.67901,40.15259,30.89623,2.19214
2.18811,69.4438,25.91505,75.88782,93.17007
52.18811,32.89992,48.96124,51.91062,76.97791
77.18811,5.38256,99.55785,34.90796,8.36589
27.18811,64.62801,19.47336,44.08408,69.80866
39.68811,75.91141,9.19445,47.06326,89.24103
89.68811,49.6165,82.27145,54.90963,75.02548
64.68811,64.71353,39.39985,10.94215,31.31188
14.68811,64.01644,40.24805,70.38002,6.62313
20.93811,23.03015,42.28504,78.02229,18.71592
70.93811,16.64997,43.61064,36.70982,73.68688
95.93811,37.04861,7.73667,65.48324,49.79104
45.93811,29.79967,31.59881,33.44531,85.30306
33.43811,79.34056,77.6295,60.262,84.4861
83.43811,47.43965,87.11948,17.6933,46.53793
58.43811,9.27013,3.04514,52.05664,52.68546
8.43811,57.57996,89.77317,8.38882,16.97073
11.56311,99.17806,5.57211,60.49176,87.52869
61.56311,25.48456,83.36957,88.54903,0.76924
86.56311,17.96158,43.26855,22.45415,12.54416
36.56311,33.36423,56.67078,91.70693,32.84367
49.06311,45.15432,7.35156,20.09811,25.82498
99.06311,86.45604,86.30994,72.52825,16.70768
74.06311,45.15757,11.24756,50.19028,26.89877
24.06311,99.72767,16.13862,82.02205,40.88773
17.81311,81.46478,7.3249,40.58014,88.15474
67.81311,55.95157,36.77523,17.8456,74.9896
92.81311,63.51081,38.68336,79.71385,10.17791
42.81311,92.37873,98.77283,41.87727,39.68262
30.31311,45.42665,86.81816,33.31251,27.98275
80.31311,87.15017,88.15191,90.58946,11.18881
55.31311,37.12535,67.42703,25.76431,46.92748
5.31311,72.76364,93.16469,91.49432,29.59639
3.75061,17.7383,77.21882,45.3441,68.16697
53.75061,30.13243,46.44754,88.48427,32.27527
78.75061,1.87211,97.44404,56.55005,98.82414
28.75061,37.34081,65.38304,14.2395,71.56003
41.25061,68.01288,35.43052,90.24341,11.75107
91.25061,20.99581,56.76956,97.38374,23.44828
66.25061,26.26265,28.20725,63.40352,6.87719
16.25061,97.94507,57.48773,78.30988,65.55942
22.50061,98.72755,28.32063,85.35718,1.51615
72.50061,55.32594,40.50372,68.3532,83.16351
97.50061,35.94729,44.88668,97.01537,35.11583
47.50061,28.30414,51.29387,43.35266,79.82233
35.00061,32.65479,88.91957,37.25016,40.16891
85.00061,54.35611,3.30677,14.39689,64.69782
60.00061,44.02707,84.25305,26.27964,5.91201
10.00061,18.87673,40.05206,64.613,25.96381
6.87561,81.35699,64.35265,49.03841,78.25172
56.87561,6.93081,80.55286,16.46513,89.69583
81.87561,20.37855,91.83511,12.42664,25.2127
31.87561,19.07708,55.71751,90.94026,99.16511
44.37561,62.63278,29.38896,10.29353,23.39176
94.37561,15.67573,83.24378,13.36834,59.93442
69.37561,70.01557,80.19085,79.23984,74.58903
19.37561,17.25717,75.06918,86.67619,76.69002
13.12561,28.98371,56.93429,71.2711,50.98162
63.12561,38.01215,36.65637,28.88731,30.28547
88.12561,41.19241,60.78934,30.99943,12.014
38.12561,10.93206,85.70619,88.6179,8.09442
25.62561,66.24038,33.17076,3.38669,93.39873
75.62561,16.05038,11.73181,38.32858,70.41953
50.62561,76.82924,39.22006,58.82496,15.03232
0.62561,92.82878,78.96473,19.07252,25.43562
0.4303,15.04827,22.64129,53.23286,75.25065
50.4303,10.87324,57.5442,8.95644,17.98633
75.4303,76.31836,28.7433,78.81045,64.02151
25.4303,82.11718,57.89036,28.55627,37.16403
37.9303,91.62482,42.28434,30.92548,93.157
87.9303,60.28294,59.88147,12.74049,91.93348
62.9303,64.25843,5.89555,57.09945,85.27107
12.9303,54.80507,95.69094,84.02304,33.28273
19.1803,40.00533,17.76214,59.8105,18.70796
69.1803,36.8304,4.56277,99.41114,9.80184
94.1803,7.70138,95.49469,76.95368,72.84119
44.1803,91.8219,30.85645,77.5136,48.40392
31.6803,24.13362,47.20495,40.35692,55.2029
81.6803,43.16184,89.20603,89.18787,92.20653
56.6803,40.96528,68.79976,94.94938,32.16805
6.6803,72.03984,17.32576,57.18159,74.28076
9.8053,5.57848,55.34414,6.53657,89.74538
59.8053,52.27009,59.64977,35.29761,44.85925
84.8053,74.0278,84.66549,35.2054,2.07804
34.8053,84.67093,5.0732,45.41044,49.77301
47.3053,40.90274,21.08763,24.10311,77.70088
97.3053,62.10037,51.45014,76.83227,2.48134
72.3053,30.34619,81.93353,89.01525,5.08201
22.3053,48.13457,46.10777,66.07011,76.21739
16.0553,11.53153,24.67988,7.40703,56.956
66.0553,63.70602,20.81934,40.57525,74.61399
91.0553,57.35251,51.77525,88.55777,95.5884
41.0553,37.29597,11.4653,82.50353,81.67981
28.5553,93.50681,17.25428,4.63487,0.80688
78.5553,27.18435,87.32922,64.87261,23.37081
53.5553,43.2387,67.07391,54.87427,43.43976
3.5553,15.3704,87.37267,90.27297,77.40027
5.1178,0.49633,41.86807,86.40932,15.75351
55.1178,11.81246,24.05049,4.04316,71.08509
80.1178,69.09005,64.59594,10.71245,42.65641
30.1178,90.41691,19.6138,15.57644,39.74396
42.6178,29.14478,43.49269,66.89515,85.69814
92.6178,11.23816,57.39105,84.07843,16.76262
67.6178,2.57828,50.0572,65.31356,81.17169
17.6178,60.44516,12.43124,17.09263,15.53184
23.8678,7.54107,70.32681,37.10268,63.34818
73.8678,40.26123,69.62325,29.38262,13.56205
98.8678,10.56035,43.20882,23.26639,78.36278
48.8678,29.82702,6.32829,29.87852,69.08344
36.3678,17.33118,32.32954,25.84029,82.55444
86.3678,42.34748,48.14643,23.03842,8.10819
61.3678,79.53011,60.87135,4.916,8.53641
11.3678,97.23534,92.1461,90.73083,64.04567
8.2428,40.87508,22.12813,79.85045,39.95841
58.2428,87.3221,55.37687,58.52344,28.69314
83.2428,45.90521,36.74668,5.86629,21.37885
33.2428,57.60877,17.57682,2.8625,50.90297
45.7428,77.62204,40.77713,98.7792,49.20732
95.7428,13.38053,55.55703,46.68693,57.61148
70.7428,15.8923,92.36277,58.56345,64.42926
20.7428,86.4443,48.95825,53.69347,6.46927
14.4928,12.72383,38.87092,10.49256,99.51418
64.4928,0.72675,89.02823,9.93372,96.50559
89.4928,8.48845,76.33388,18.53921,74.87512
39.4928,80.54779,10.72534,33.61486,32.36289
26.9928,1.3623,62.12157,15.31426,24.00243
76.9928,8.58732,60.54107,6.08158,28.28015
51.9928,61.4932,57.22469,57.01973,35.38609
1.9928,99.7661,17.84138,7.52392,76.21594
2.77405,49.1307,19.99221,67.45468,12.71953
52.77405,92.56857,60.60122,32.34551,9.90316
77.77405,50.35661,59.54723,54.5152,94.82922
27.77405,5.10941,21.70862,13.81554,50.265
40.27405,0.09139,91.31342,94.70595,91.21519
90.27405,13.98455,1.5981,66.67187,8.10856
65.27405,38.68873,64.60197,64.97932,85.78815
15.27405,53.93843,21.15526,63.22358,73.52251
21.52405,87.29829,64.01625,71.8006,49.04952
71.52405,35.30515,94.38895,12.05837,3.11031
96.52405,36.79831,80.10974,28.21998,13.81454
46.52405,25.47668,33.61956,47.14776,35.38182
34.02405,63.90659,63.78798,21.3876,31.02967
84.02405,57.7022,18.79638,91.79671,36.39847
59.02405,65.90616,77.14587,26.13624,89.18964
9.02405,91.43867,53.46501,58.34081,47.49444
12.14905,82.24111,43.96375,11.25667,18.18247
62.14905,46.21586,44.50626,47.36568,47.63236
87.14905,60.73517,12.008,23.84663,31.07927
37.14905,26.2425,46.02123,38.34102,34.37066
49.64905,3.38858,12.03252,36.85259,71.52874
99.64905,5.87969,78.26392,89.93709,58.29159
74.64905,82.07105,59.43316,65.17738,92.53483
24.64905,62.61737,70.9275,98.65305,47.78626
18.39905,81.64326,22.94753,63.38196,2.50354
68.39905,15.84666,67.46382,2.24136,46.28156
93.39905,14.88728,52.22166,23.78019,66.83175
43.39905,65.97899,18.81371,60.28285,96.46528
30.89905,11.0229,74.70829,9.97368,53.20782
80.89905,0.8701,75.53009,29.34557,58.46434
55.89905,1.60809,59.1325,63.71053,3.4061
5.89905,74.69789,28.66424,12.31227,79.58696
4.33655,97.99133,84.37921,16.75145,24.3812
54.33655,21.66443,96.81354,13.52427,30.47076
79.33655,10.16413,25.46638,28.54453,14.3185
29.33655,56.69986,49.20204,51.96,36.3568
41.83655,37.6374,35.79875,70.24261,83.53952
91.83655,26.0701,46.18937,91.82501,85.3566
66.83655,94.45476,78.44476,2.97554,69.08874
16.83655,2.99444,62.0775,64.93763,75.8077
23.08655,90.0774,45.34646,0.69282,14.50819
73.08655,42.11679,59.65011,27.35761,44.49289
98.08655,27.43465,63.8212,33.7742,83.78643
48.08655,6.57256,58.88052,10.75343,57.40136
35.58655,11.58491,83.7088,31.16188,50.48989
85.58655,70.88116,70.23595,28.61682,59.72605
60.58655,36.70784,52.41894,85.28316,72.95027
10.58655,59.63179,40.36062,21.05321,60.82266
7.46155,12.93965,31.44363,2.52626,37.87649
57.46155,94.56038,78.89699,93.88383,23.20573
82.46155,2.12918,44.10863,52.3812,0.66988
32.46155,24.24358,85.33392,78.23229,47.84714
44.96155,0.36835,47.12483,58.54909,48.88946
94.96155,77.43676,67.22056,31.13934,45.23592
69.96155,82.16746,17.10061,50.69071,62.90627
19.96155,88.45641,47.13783,24.92053,90.31574
13.71155,34.41725,58.92808,87.88224,40.44775
63.71155,56.94453,14.42183,54.52215,27.79078
88.71155,84.0954,92.17314,21.311,75.2339
38.71155,86.73554,9.85579,20.12099,77.86243
26.21155,68.75397,36.56393,53.31037,15.91179
76.21155,39.67698,71.69629,29.9342,69.33638
51.21155,72.94569,10.4545,27.24705,90.84217
1.21155,10.57481,52.65133,92.52506,79.1374
0.82092,34.31274,73.56349,40.15311,14.05573
50.82092,70.33062,80.1734,75.49234,52.77306
75.82092,76.03221,12.93017,18.37724,89.34474
25.82092,14.32677,12.82235,59.49077,57.17731
38.32092,12.7108,7.70342,84.5942,73.74045
88.32092,24.64695,12.34354,81.70652,37.40397
63.32092,62.56126,53.0858,48.47967,55.37685
13.32092,4.73499,1.32528,73.01876,95.9891
19.57092,84.54151,97.15796,44.19115,74.27721
69.57092,41.90718,3.02756,18.07524,59.70494
94.57092,6.99708,26.05517,78.45738,77.14179
44.57092,35.80016,57.81117,95.42372,33.29786
32.07092,19.47423,57.99598,16.59877,21.53421
82.07092,42.29324,2.74656,22.78106,66.10511
57.07092,25.08408,39.17469,90.52256,10.09264
7.07092,47.83754,48.39925,19.94791,42.2871
10.19592,18.5542,87.66005,70.82675,26.99729
60.19592,36.12366,17.50949,91.70541,16.64891
85.19592,11.97954,14.27052,75.58738,6.18572
35.19592,54.45597,98.82043,48.66236,60.58765
47.69592,96.90021,67.02271,99.39401,59.46298
97.69592,69.92699,47.46251,28.71198,32.14671
72.69592,46.20859,35.48333,19.40027,25.80009
22.69592,12.41771,15.07057,78.58514,51.02894
16.44592,91.22245,19.41127,1.47636,30.30434
66.44592,12.56901,75.96135,17.90908,44.36719
91.44592,97.86441,15.35863,27.31917,48.96702
41.44592,66.13682,13.88329,41.01643,65.09133
28.94592,22.02621,39.57645,67.50958,11.92915
78.94592,3.18528,9.86182,16.71549,91.43439
53.94592,73.54575,66.99803,98.62802,27.18591
3.94592,24.77918,80.71631,41.50862,34.6647
5.50842,12.09083,42.69864,16.33074,79.14614
55.50842,91.10973,98.60537,62.33544,87.0783
80.50842,51.64859,91.25247,68.49042,79.90459
30.50842,28.37312,54.35271,72.61924,7.86053
43.00842,14.43036,57.85981,36.78884,81.41868
93.00842,7.77624,38.48128,66.45247,21.79718
68.00842,96.79531,95.36318,33.58881,70.33587
18.00842,77.07644,19.97525,77.40932,58.34382
24.25842,74.60617,4.66064,90.51091,3.85554
74.25842,73.15527,53.74652,81.47999,26.0037
99.25842,7.04786,85.58372,54.05553,34.70794
49.25842,57.37527,74.57875,41.99338,59.12965
36.75842,59.48141,6.65862,90.63287,84.84743
86.75842,30.83664,97.69705,27.10308,1.42075
61.75842,28.83079,41.55081,10.60163,35.86925
11.75842,7.10072,41.30979,42.00465,21.22533
8.63342,80.81159,36.78238,21.50482,55.72783
58.63342,23.49827,41.18008,84.85569,30.56628
83.63342,2.82519,87.85577,62.91347,79.39973
33.63342,51.89074,76.96886,31.20328,29.38303
46.13342,51.54129,52.21459,34.43883,41.23104
96.13342,96.26252,3.11241,5.59856,18.16447
71.13342,28.14688,27.39944,31.77022,88.35724
21.13342,3.05424,63.97263,9.98554,14.04392
14.88342,18.34661,79.36795,52.33903,31.17777
64.88342,93.87131,84.30271,81.49679,60.97054
89.88342,20.37983,35.78566,49.34261,7.33121
39.88342,50.01522,98.664,79.52389,2.52397
27.38342,96.82664,84.4079,48.9021,40.92168
77.38342,2.87554,84.44362,70.52619,46.60132
52.38342,90.19113,2.18556,38.12461,37.24018
2.38342,58.39488,75.63369,98.01036,53.16868
1.60217,49.31959,76.379,24.49919,50.998
51.60217,85.24932,35.65443,78.56147,86.33266
76.60217,22.8544,37.18738,73.80015,93.08459
26.60217,94.62066,25.40728,13.05637,36.31
39.10217,29.9455,83.46767,0.03044,49.92595
89.10217,57.26435,27.98565,55.59836,10.87187
64.10217,60.76391,53.3327,38.08771,13.38682
14.10217,36.49517,40.87061,80.20613,44.76995
20.35217,60.0144,94.56034,58.90631,39.4285
70.35217,79.66665,98.17925,56.53285,31.1213
95.35217,79.65251,22.20351,28.72658,97.69582
45.35217,17.97596,32.75748,34.85321,18.61186
32.85217,19.90383,96.11048,28.85424,44.94639
82.85217,93.16859,52.49347,33.3105,11.49952
57.85217,87.83988,68.53099,37.36099,25.9824
7.85217,66.72352,98.52382,52.35677,92.24657
10.97717,37.79813,8.10948,97.79462,94.73991
60.97717,71.4549,55.28574,87.27142,69.05839
85.97717,28.95168,91.22216,78.18155,27.11199
35.97717,3.21255,49.37424,82.7601,19.19404
48.47717,72.73807,24.60234,53.47507,31.67204
98.47717,62.66074,27.93015,71.83247,63.24634
73.47717,51.66528,1.01133,0.97471,75.70843
23.47717,28.03988,17.2575,40.11625,28.36145
17.22717,23.33365,77.86432,73.19759,46.02069
67.22717,65.27606,60.46676,18.44569,12.06376
92.22717,42.12389,64.7178,0.47635,66.63081
42.22717,89.20537,0.71097,54.28621,30.29804
29.72717,9.36905,32.81009,69.88733,47.74487
79.72717,45.38095,38.74391,12.24456,76.62466
54.72717,83.63597,97.02759,51.81228,23.69849
4.72717,56.03896,89.67272,51.89175,63.63937
3.16467,77.73353,44.42871,78.4403,1.612
53.16467,57.07674,14.04446,44.50038,48.07225
78.16467,50.36645,13.73771,79.56379,95.9233
28.16467,42.26511,60.31576,19.99476,55.70371
40.66467,25.37316,94.12549,34.23608,39.78769
90.66467,38.23021,72.4003,73.01268,56.1902
65.66467,48.54865,49.66965,74.79695,28.7949
15.66467,19.9078,6.95607,33.88817,89.40404
21.91467,67.15153,1.09366,5.92729,11.71402
71.91467,32.16362,53.91858,85.95237,88.3322
96.91467,62.7908,42.22423,38.3733,54.26181
46.91467,28.27516,3.66756,57.93885,79.00116
34.41467,35.57118,18.38865,19.87532,13.10588
84.41467,99.36385,96.64987,17.40482,78.6792
59.41467,44.93649,5.96885,75.03573,33.36967
9.41467,27.44607,28.00089,23.48589,79.33882
6.28967,64.02774,81.40318,41.12442,50.54959
56.28967,9.16871,14.639,34.50042,87.5861
81.28967,70.76489,76.47666,5.96722,93.5495
31.28967,60.29928,2.79794,82.86349,74.36315
43.78967,31.84504,57.70404,60.5395,5.94415
93.78967,99.03466,33.22332,86.61412,37.89281
68.78967,30.12574,88.21472,13.24981,64.42424
18.78967,81.61652,77.48551,42.68289,83.25976
12.53967,39.67631,60.00712,97.11552,98.41784
62.53967,9.44491,92.60251,86.09717,68.06737
87.53967,63.66426,18.32839,41.87725,56.16143
37.53967,43.69375,43.32833,4.77541,3.93208
25.03967,29.60693,50.73547,0.95431,7.32022
75.03967,67.14881,19.3734,20.40934,22.02804
50.03967,14.00677,60.66779,41.17371,73.75844
0.03967,84.77992,83.85672,95.96634,29.06617
0.02747,29.85326,70.91758,56.80099,58.48933
50.02747,83.77338,39.24155,97.91278,55.42741
75.02747,5.59919,8.14225,97.65124,0.38963
25.02747,84.03212,53.67652,32.71838,21.75194
37.52747,29.99673,91.86444,56.3178,60.29248
87.52747,9.28877,17.36753,33.11102,0.57706
62.52747,62.07224,27.59396,41.5783,96.62558
12.52747,0.66133,85.26486,21.4563,31.57409
18.77747,99.83629,17.60887,34.5899,95.95034
68.77747,24.49781,13.7095,8.98736,71.64566
93.77747,26.60599,0.66346,6.46368,17.58068
43.77747,26.9945,92.76086,54.2867,62.14765
31.27747,58.11035,48.90624,97.55008,2.09558
81.27747,5.6341,34.3435,63.9019,85.01752
56.27747,50.23082,99.28725,18.88172,49.31737
6.27747,62.30408,96.64008,44.59968,25.92586
9.40247,39.80832,20.50496,56.05275,78.04878
59.40247,72.60404,37.94369,30.93561,15.03749
84.40247,78.95396,64.06009,25.46882,65.88443
34.40247,27.75939,81.82034,68.61807,8.03132
46.90247,27.46339,71.29858,12.47218,95.49561
96.90247,18.08753,93.9036,47.49332,89.40644
71.90247,41.16805,13.76632,11.6168,48.70599
21.90247,63.00546,97.15634,91.97786,26.32171
15.65247,16.64029,69.02017,65.32154,85.60874
65.65247,83.10654,0.62162,31.9372,23.9457
90.65247,4.13096,44.21181,11.53884,12.35815
40.65247,40.22167,53.98328,51.43118,59.26242
28.15247,78.70965,46.28286,71.0532,70.94122
78.15247,86.91584,25.21034,62.14145,28.55431
53.15247,22.16699,51.57266,73.42286,16.86305
3.15247,57.78546,97.52384,2.42105,67.61379
4.71497,49.2153,36.06297,47.8732,25.27211
54.71497,47.43983,93.53781,93.28579,97.89252
79.71497,78.78867,34.20833,38.13988,39.01914
29.71497,20.68931,33.65727,84.69545,58.9858
42.21497,62.26343,12.2565,18.45126,69.6215
92.21497,45.84871,8.77626,41.66926,12.75647
67.21497,41.88843,39.60369,85.96582,39.07555
17.21497,68.76171,78.20161,63.89847,61.82253
23.46497,20.8534,9.92949,41.52179,30.92024
73.46497,48.91226,11.74769,47.43178,34.94949
98.46497,48.33472,29.42434,96.98213,26.96629
48.46497,94.66655,64.04474,75.9678,15.70838
35.96497,58.15311,22.83875,87.37223,93.58879
85.96497,49.07301,22.70084,60.05025,75.16718
60.96497,78.00394,65.62092,82.67769,41.18702
10.96497,98.07912,74.70259,29.99353,36.71951
7.83997,21.56584,93.32012,54.33731,73.93893
57.83997,54.02972,45.48982,59.83434,88.42613
82.83997,44.78983,36.16732,42.50094,14.60751
32.83997,13.01283,63.69942,17.02979,54.8576
45.33997,14.23359,60.89437,73.41481,88.08555
95.33997,16.7211,92.35387,52.82394,34.8366
70.33997,89.88513,43.79967,8.42267,73.40726
20.33997,85.28357,62.44051,63.07405,54.39468
14.08997,30.64301,16.23851,90.56853,95.91886
64.08997,54.02545,88.75054,1.14573,2.1555
89.08997,56.9362,73.8972,51.93774,92.66393
39.08997,96.37038,87.93349,47.99042,51.70103
26.58997,0.79592,32.86071,90.23063,59.8951
76.58997,53.93363,40.80356,76.02742,21.10563
51.58997,43.3328,84.78929,73.37029,50.01846
1.58997,54.54428,19.42137,25.99619,29.06403
2.37122,77.10987,66.18268,27.31871,97.44449
52.37122,37.59822,99.96343,75.26401,25.91343
77.37122,15.04439,96.99591,42.90904,85.15559
27.37122,80.83268,7.69022,72.35382,27.66373
39.87122,15.51015,90.04689,64.70171,97.08382
89.87122,2.63146,87.33441,35.19856,50.36791
64.87122,37.96467,71.76857,27.9444,77.18575
14.87122,5.05759,1.65892,62.63776,84.5027
21.12122,67.00092,97.68725,45.28934,70.48337
71.12122,89.50218,95.22024,79.03433,44.76246
96.12122,64.38841,76.04516,35.0909,33.41235
46.12122,93.24708,75.94487,44.61012,49.42418
33.62122,56.213,10.86663,32.49135,69.76944
83.62122,70.29363,80.987,64.36369,16.63448
58.62122,17.84481,35.66834,50.54426,92.86394
8.62122,5.07849,60.17369,61.47643,61.75101
11.74622,31.16774,84.69359,53.84187,98.9097
61.74622,38.27378,63.7495,48.39476,53.37323
86.74622,7.3758,64.40035,2.37286,52.77092
36.74622,79.54468,49.19828,33.22253,70.50338
49.24622,7.47316,66.79787,14.57046,52.33642
99.24622,26.69586,98.416,39.17098,98.43254
74.24622,70.81569,85.28908,93.51245,43.25772
24.24622,72.99717,62.7496,2.35719,24.94888
17.99622,11.61089,77.11032,17.94334,5.30302
67.99622,88.44421,59.29091,29.17421,62.76795
92.99622,62.06977,60.74957,31.10449,37.27337
42.99622,47.2758,89.38709,86.72299,8.30167
30.49622,81.96242,72.05214,94.0554,16.98032
80.49622,67.79857,56.76899,73.42679,87.69173
55.49622,61.05451,32.82697,72.68188,18.005
5.49622,49.80376,98.04187,32.80601,46.14387
3.93372,82.22883,20.81354,92.44166,39.74406
53.93372,16.30872,17.52382,73.32844,96.64083
78.93372,62.72296,18.1755,90.9192,26.55776
28.93372,58.01762,62.07687,85.63563,90.2325
41.43372,34.66747,98.82919,79.32863,36.50201
91.43372,54.56455,88.95275,30.92725,67.73015
66.43372,24.04952,49.64572,38.79787,46.61739
16.43372,23.76515,60.50195,83.19655,49.24096
22.68372,18.26126,9.0683,14.11199,68.01736
72.68372,78.12226,1.29819,83.08306,47.83847
97.68372,67.13207,75.25382,28.27107,19.70107
47.68372,51.35562,2.28281,60.58216,84.40096
35.18372,44.75755,99.25441,65.20605,27.33227
85.18372,97.0701,70.58311,75.96712,25.56677
60.18372,31.17903,6.16103,42.90035,26.58272
10.18372,50.40653,92.56122,22.625,32.18155
7.05872,46.99801,27.46224,92.58436,29.61806
57.05872,82.95496,7.39511,99.4327,55.13238
82.05872,29.73788,70.62935,72.49338,54.96758
32.05872,3.3929,81.76687,46.93925,85.37415
44.55872,69.22998,6.70209,92.25846,77.45496
94.55872,10.10381,71.70425,66.93539,68.78821
69.55872,37.81945,86.11773,98.28158,73.78468
19.55872,36.13626,0.88009,26.07353,71.57028
13.30872,24.50101,76.51776,37.93279,71.30915
63.30872,17.48644,27.62602,28.06775,51.55729
88.30872,36.8728,44.22614,36.93578,61.23322
38.30872,94.85879,95.97912,34.85295,55.92671
25.80872,80.29198,6.05087,0.99688,77.24885
75.80872,37.49649,88.14818,44.45645,75.96331
50.80872,47.92961,7.4864,52.7482,18.93625
0.80872,75.06555,93.52109,7.91153,37.97507
1.19934,59.20821,50.58614,19.23558,50.2723
51.19934,64.15149,49.98147,97.97913,78.31825
76.19934,68.67952,92.34033,16.15893,3.69569
26.19934,57.3947,79.78919,88.73541,17.47322
38.69934,46.85191,7.16783,96.02983,18.6582
88.69934,73.95038,61.39654,34.59964,23.21808
63.69934,58.49961,28.72141,7.5181,6.42656
13.69934,84.2662,9.65731,17.952,49.92786
19.94934,25.7975,24.13895,81.33056,49.01031
69.94934,45.90137,19.78451,86.46413,37.8247
94.94934,48.25917,99.2189,80.59527,71.44665
44.94934,15.31564,85.12175,72.51413,55.8042
32.44934,81.07795,61.64961,64.4479,71.68074
82.44934,15.67344,95.50697,31.35604,12.41434
57.44934,8.5586,61.00763,95.03135,19.58891
7.44934,34.38195,75.78382,45.76263,49.09783
10.57434,62.54047,40.0218,57.24051,64.11238
60.57434,76.77691,81.31704,63.25229,30.29339
85.57434,70.0679,47.25189,35.70501,15.20654
35.57434,76.73381,7.36877,4.89143,95.98705
48.07434,42.19123,90.05565,20.19839,8.60448
98.07434,15.49696,13.34233,17.22598,31.99975
73.07434,71.76716,13.81884,86.8338,5.55655
23.07434,25.28868,81.93299,7.90376,85.02035
16.82434,14.51091,46.90511,87.85859,24.17778
66.82434,20.7789,61.53705,44.65695,78.42474
91.82434,52.70584,20.27346,6.35768,19.54364
41.82434,39.17096,5.82901,70.49342,93.39606
29.32434,37.30145,24.34787,24.27481,25.19127
